day,month,year,site,temp_c_logger,datetime,Latitude,Longitude,temp_c_mur
6,3,2018,Hurricane Island,3.6746527777777778,2018-03-06,44.04039,-68.89153,4.148
6,3,2019,Fort Weatherhill,3.9165740740740738,2019-03-06,41.477214540758816,-71.36642105465246,3.228999999999999
6,3,2019,Hurricane Island,0.992488425925926,2019-03-06,44.04039,-68.89153,0.8889999999999993
6,3,2019,SW Appledore,2.7946041666666668,2019-03-06,42.984276666666666,-70.61786666666667,2.6529999999999987
6,3,2020,Hurricane Island,3.5200810185185185,2020-03-06,44.04039,-68.89153,4.3039999999999985
6,4,2003,Schoodic,1.78,2003-04-06,44.3490522508088,-68.0311047885212,2.178000000000001
6,4,2014,NW Appledore,3.293987268518518,2014-04-06,42.99228,-70.615825,3.666999999999998
6,4,2015,Baker North,3.0919907407407403,2015-04-06,42.5370316,-70.7919065,3.1819999999999986
6,4,2015,Baker South,3.4066087962962963,2015-04-06,42.53251,-70.78163,3.215
6,4,2015,Calf Island,3.4667303240740734,2015-04-06,42.3412005661599,-70.8934798651064,3.3610000000000007
6,4,2015,Little Brewster,3.483090277777777,2015-04-06,42.32733,-70.8883,3.379999999999999
6,4,2015,NE Appledore,3.4645717592592593,2015-04-06,42.992180000000005,-70.615725,3.2924999999999986
6,4,2015,NW Appledore,3.4316956018518514,2015-04-06,42.99228,-70.615825,3.2924999999999986
6,4,2015,SW Appledore,3.490972222222222,2015-04-06,42.984276666666666,-70.61786666666667,3.2689999999999984
6,4,2016,Nubble Lighthouse,4.320700231481482,2016-04-06,43.166466,-70.592358,4.106999999999999
6,4,2017,Fort Weatherhill,4.499456018518519,2017-04-06,41.477214540758816,-71.36642105465246,4.042999999999999
6,4,2017,SW Appledore,3.838677083333333,2017-04-06,42.984276666666666,-70.61786666666667,3.927
6,4,2018,Fort Weatherhill,4.873668981481481,2018-04-06,41.477214540758816,-71.36642105465246,5.16
6,4,2018,Hurricane Island,4.016909722222223,2018-04-06,44.04039,-68.89153,4.042999999999999
6,4,2019,Fort Weatherhill,6.0997106481481485,2019-04-06,41.477214540758816,-71.36642105465246,7.631
6,4,2019,Hurricane Island,3.088298611111112,2019-04-06,44.04039,-68.89153,3.506999999999998
6,4,2019,SW Appledore,4.1674375,2019-04-06,42.984276666666666,-70.61786666666667,4.562000000000001
6,4,2020,Hurricane Island,4.608275462962963,2020-04-06,44.04039,-68.89153,4.634999999999998
6,5,2003,Schoodic,3.982083333333333,2003-05-06,44.3490522508088,-68.0311047885212,4.562000000000001
6,5,2014,NW Appledore,6.994988425925927,2014-05-06,42.99228,-70.615825,7.961499999999999
6,5,2015,Baker North,6.576990740740741,2015-05-06,42.5370316,-70.7919065,9.529
6,5,2015,Baker South,6.435972222222222,2015-05-06,42.53251,-70.78163,9.449
6,5,2015,Calf Island,7.534947916666667,2015-05-06,42.3412005661599,-70.8934798651064,8.899000000000001
6,5,2015,Little Brewster,8.50292824074074,2015-05-06,42.32733,-70.8883,8.940999999999999
6,5,2015,NE Appledore,6.481359953703703,2015-05-06,42.992180000000005,-70.615725,8.4985
6,5,2015,NW Appledore,6.875706018518518,2015-05-06,42.99228,-70.615825,8.4985
6,5,2015,SW Appledore,6.900688657407408,2015-05-06,42.984276666666666,-70.61786666666667,8.527000000000001
6,5,2016,Nubble Lighthouse,7.43462962962963,2016-05-06,43.166466,-70.592358,7.823999999999998
6,5,2017,Fort Weatherhill,10.436608796296298,2017-05-06,41.477214540758816,-71.36642105465246,9.947
6,5,2017,SW Appledore,7.546826388888889,2017-05-06,42.984276666666666,-70.61786666666667,7.905000000000001
6,5,2018,Fort Weatherhill,7.434780092592593,2018-05-06,41.477214540758816,-71.36642105465246,10.571
6,5,2018,Hurricane Island,6.124027777777778,2018-05-06,44.04039,-68.89153,8.059999999999999
6,5,2019,Fort Weatherhill,9.792280092592591,2019-05-06,41.477214540758816,-71.36642105465246,10.313
6,5,2019,Hurricane Island,6.144317129629631,2019-05-06,44.04039,-68.89153,6.637999999999998
6,5,2019,SW Appledore,7.082770833333333,2019-05-06,42.984276666666666,-70.61786666666667,9.215
6,5,2020,Hurricane Island,6.2093750000000005,2020-05-06,44.04039,-68.89153,6.541
6,6,2003,Schoodic,7.0216666666666665,2003-06-06,44.3490522508088,-68.0311047885212,8.631999999999998
6,6,2014,NW Appledore,10.869982638888889,2014-06-06,42.99228,-70.615825,13.309999999999999
6,6,2015,Baker North,10.21954861111111,2015-06-06,42.5370316,-70.7919065,11.318
6,6,2015,Baker South,10.358836805555557,2015-06-06,42.53251,-70.78163,11.307
6,6,2015,Calf Island,9.89740162037037,2015-06-06,42.3412005661599,-70.8934798651064,11.604
6,6,2015,Little Brewster,10.59744212962963,2015-06-06,42.32733,-70.8883,11.662
6,6,2015,NE Appledore,10.292760416666669,2015-06-06,42.992180000000005,-70.615725,11.1735
6,6,2015,NW Appledore,10.563802083333332,2015-06-06,42.99228,-70.615825,11.1735
6,6,2015,SW Appledore,10.519976851851853,2015-06-06,42.984276666666666,-70.61786666666667,11.145
6,6,2016,Nubble Lighthouse,11.476597222222225,2016-06-06,43.166466,-70.592358,14.467
6,6,2017,Fort Weatherhill,14.025902777777778,2017-06-06,41.477214540758816,-71.36642105465246,13.696
6,6,2017,Nubble Lighthouse,10.842795138888889,2017-06-06,43.166466,-70.592358,11.173
6,6,2017,SW Appledore,8.622784722222223,2017-06-06,42.984276666666666,-70.61786666666667,11.28
6,6,2018,Fort Weatherhill,14.540949074074073,2018-06-06,41.477214540758816,-71.36642105465246,14.77
6,6,2018,Hurricane Island,9.55931712962963,2018-06-06,44.04039,-68.89153,10.339
6,6,2019,Fort Weatherhill,13.244224537037036,2019-06-06,41.477214540758816,-71.36642105465246,14.408
6,6,2019,Hurricane Island,8.522627314814816,2019-06-06,44.04039,-68.89153,9.158
6,6,2019,SW Appledore,11.215583333333331,2019-06-06,42.984276666666666,-70.61786666666667,12.526
6,7,2003,Schoodic,8.987916666666667,2003-07-06,44.3490522508088,-68.0311047885212,12.351
6,7,2014,Baker North,16.45209349593496,2014-07-06,42.5370316,-70.7919065,16.422
6,7,2014,NW Appledore,12.37802662037037,2014-07-06,42.99228,-70.615825,16.8465
6,7,2015,Baker North,14.271620370370371,2015-07-06,42.5370316,-70.7919065,17.399
6,7,2015,Baker South,14.703460648148148,2015-07-06,42.53251,-70.78163,17.477
6,7,2015,Calf Island,14.84070023148148,2015-07-06,42.3412005661599,-70.8934798651064,17.68
6,7,2015,Little Brewster,15.848275462962963,2015-07-06,42.32733,-70.8883,17.685
6,7,2015,NE Appledore,12.41642361111111,2015-07-06,42.992180000000005,-70.615725,16.5575
6,7,2015,NW Appledore,12.840503472222222,2015-07-06,42.99228,-70.615825,16.5575
6,7,2015,SW Appledore,13.25508101851852,2015-07-06,42.984276666666666,-70.61786666666667,16.648
6,7,2016,Nubble Lighthouse,10.128900462962962,2016-07-06,43.166466,-70.592358,16.392
6,7,2017,Fort Weatherhill,18.56256944444445,2017-07-06,41.477214540758816,-71.36642105465246,20.447
6,7,2017,Nubble Lighthouse,8.849398148148147,2017-07-06,43.166466,-70.592358,15.725
6,7,2017,SW Appledore,11.423048611111112,2017-07-06,42.984276666666666,-70.61786666666667,16.227
6,7,2018,Fort Weatherhill,18.166284722222223,2018-07-06,41.477214540758816,-71.36642105465246,21.19
6,7,2018,Hurricane Island,12.933275462962964,2018-07-06,44.04039,-68.89153,14.206
6,7,2019,Fort Weatherhill,17.498148148148147,2019-07-06,41.477214540758816,-71.36642105465246,21.322
6,7,2019,Hurricane Island,11.745677435839616,2019-07-06,44.04039,-68.89153,12.857
6,7,2019,SW Appledore,13.898666666666667,2019-07-06,42.984276666666666,-70.61786666666667,19.542
6,7,2020,Hurricane Island,12.48124016655816,2020-07-06,44.04039,-68.89153,13.281
6,8,2003,Schoodic,10.680416666666666,2003-08-06,44.3490522508088,-68.0311047885212,11.54
6,8,2013,NW Appledore,15.231880787037037,2013-08-06,42.99228,-70.615825,18.508499999999998
6,8,2014,Baker North,17.739039215686276,2014-08-06,42.5370316,-70.7919065,18.989
6,8,2014,Baker South,24.034733796296297,2014-08-06,42.53251,-70.78163,19.04
6,8,2014,Calf Island,22.937349537037036,2014-08-06,42.3412005661599,-70.8934798651064,18.669
6,8,2014,NE Appledore,14.817494212962965,2014-08-06,42.992180000000005,-70.615725,19.032
6,8,2014,NW Appledore,14.26140625,2014-08-06,42.99228,-70.615825,19.032
6,8,2014,SW Appledore,14.569565972222222,2014-08-06,42.984276666666666,-70.61786666666667,19.035
6,8,2015,NE Appledore,12.527390046296295,2015-08-06,42.992180000000005,-70.615725,18.121000000000002
6,8,2015,NW Appledore,13.50697337962963,2015-08-06,42.99228,-70.615825,18.121000000000002
6,8,2015,SW Appledore,14.25558449074074,2015-08-06,42.984276666666666,-70.61786666666667,18.121
6,8,2016,Nubble Lighthouse,11.636898148148148,2016-08-06,43.166466,-70.592358,18.945
6,8,2017,Fort Weatherhill,18.77275462962963,2017-08-06,41.477214540758816,-71.36642105465246,21.562
6,8,2017,Nubble Lighthouse,11.554097222222222,2017-08-06,43.166466,-70.592358,19.035
6,8,2017,SW Appledore,17.135913194444445,2017-08-06,42.984276666666666,-70.61786666666667,19.339
6,8,2018,Fort Weatherhill,20.221979166666667,2018-08-06,41.477214540758816,-71.36642105465246,23.798
6,8,2018,Hurricane Island,15.261736111111112,2018-08-06,44.04039,-68.89153,17.628999999999998
6,8,2019,Fort Weatherhill,20.674351851851853,2019-08-06,41.477214540758816,-71.36642105465246,23.426
6,8,2019,Hurricane Island,13.40225793697216,2019-08-06,44.04039,-68.89153,14.404
6,8,2019,SW Appledore,15.572229166666666,2019-08-06,42.984276666666666,-70.61786666666667,19.237
6,8,2020,Hurricane Island,14.463595814175076,2020-08-06,44.04039,-68.89153,15.376
6,9,2003,Schoodic,11.82875,2003-09-06,44.3490522508088,-68.0311047885212,12.752
6,9,2013,NW Appledore,16.782453703703705,2013-09-06,42.99228,-70.615825,18.2945
6,9,2014,Baker North,17.90517361111111,2014-09-06,42.5370316,-70.7919065,19.387
6,9,2014,Baker South,13.303408564814816,2014-09-06,42.53251,-70.78163,19.394
6,9,2014,Calf Island,11.897864583333334,2014-09-06,42.3412005661599,-70.8934798651064,19.715
6,9,2014,NE Appledore,12.75745949074074,2014-09-06,42.992180000000005,-70.615725,18.9065
6,9,2014,NW Appledore,13.20167824074074,2014-09-06,42.99228,-70.615825,18.9065
6,9,2014,SW Appledore,14.27822337962963,2014-09-06,42.984276666666666,-70.61786666666667,18.909
6,9,2015,Nubble Lighthouse,14.717447916666666,2015-09-06,43.166466,-70.592358,19.098
6,9,2016,Fort Weatherhill,20.316967592592594,2016-09-06,41.477214540758816,-71.36642105465246,20.581
6,9,2016,SW Appledore,17.285444444444444,2016-09-06,42.984276666666666,-70.61786666666667,18.465
6,9,2017,Hurricane Island,13.195057870370372,2017-09-06,44.04039,-68.89153,13.439
6,9,2017,Nubble Lighthouse,9.82578125,2017-09-06,43.166466,-70.592358,15.037
6,9,2018,Fort Weatherhill,21.27248842592593,2018-09-06,41.477214540758816,-71.36642105465246,22.34
6,9,2018,Hurricane Island,15.681203703703703,2018-09-06,44.04039,-68.89153,17.07
6,9,2018,SW Appledore,17.976895833333334,2018-09-06,42.984276666666666,-70.61786666666667,21.697
6,9,2019,Fort Weatherhill,20.116261574074073,2019-09-06,41.477214540758816,-71.36642105465246,20.357
6,9,2019,Hurricane Island,13.800873977166637,2019-09-06,44.04039,-68.89153,13.915
6,10,2002,Schoodic,12.855833333333331,2002-10-06,44.3490522508088,-68.0311047885212,13.173
6,10,2013,NW Appledore,14.070978009259258,2013-10-06,42.99228,-70.615825,15.724499999999999
6,10,2014,Baker North,15.11519675925926,2014-10-06,42.5370316,-70.7919065,15.042
6,10,2014,Baker South,15.255381944444446,2014-10-06,42.53251,-70.78163,15.059
6,10,2014,Calf Island,15.591614583333332,2014-10-06,42.3412005661599,-70.8934798651064,15.247
6,10,2014,Little Brewster,15.453206018518518,2014-10-06,42.32733,-70.8883,15.22
6,10,2014,NE Appledore,14.70953125,2014-10-06,42.992180000000005,-70.615725,14.703
6,10,2014,NW Appledore,14.506041666666668,2014-10-06,42.99228,-70.615825,14.703
6,10,2014,SW Appledore,14.72652199074074,2014-10-06,42.984276666666666,-70.61786666666667,14.689
6,10,2015,Nubble Lighthouse,13.566747685185186,2015-10-06,43.166466,-70.592358,13.628
6,10,2016,Fort Weatherhill,18.364756944444444,2016-10-06,41.477214540758816,-71.36642105465246,18.181
6,10,2016,SW Appledore,15.091961805555556,2016-10-06,42.984276666666666,-70.61786666666667,15.367
6,10,2017,Hurricane Island,13.397337962962965,2017-10-06,44.04039,-68.89153,13.215
6,10,2018,Fort Weatherhill,19.270347222222224,2018-10-06,41.477214540758816,-71.36642105465246,19.431
6,10,2018,Hurricane Island,13.74746527777778,2018-10-06,44.04039,-68.89153,13.4
6,10,2018,SW Appledore,15.220666666666666,2018-10-06,42.984276666666666,-70.61786666666667,15.416
6,10,2019,Fort Weatherhill,17.884687500000002,2019-10-06,41.477214540758816,-71.36642105465246,18.154
6,10,2019,Hurricane Island,12.379456018518518,2019-10-06,44.04039,-68.89153,12.646
6,11,2002,Schoodic,9.880416666666669,2002-11-06,44.3490522508088,-68.0311047885212,9.452
6,11,2013,NW Appledore,11.315486111111111,2013-11-06,42.99228,-70.615825,10.964
6,11,2014,Baker North,11.061574074074072,2014-11-06,42.5370316,-70.7919065,10.743
6,11,2014,Baker South,11.172337962962962,2014-11-06,42.53251,-70.78163,10.749
6,11,2014,Calf Island,11.281944444444443,2014-11-06,42.3412005661599,-70.8934798651064,10.78
6,11,2014,Little Brewster,11.029050925925926,2014-11-06,42.32733,-70.8883,10.786
6,11,2014,NE Appledore,11.109311342592592,2014-11-06,42.992180000000005,-70.615725,11.01
6,11,2014,NW Appledore,11.147899305555557,2014-11-06,42.99228,-70.615825,11.01
6,11,2014,SW Appledore,11.255619212962964,2014-11-06,42.984276666666666,-70.61786666666667,11.008
6,11,2015,Nubble Lighthouse,9.946006944444443,2015-11-06,43.166466,-70.592358,11.176
6,11,2016,Fort Weatherhill,15.053136574074074,2016-11-06,41.477214540758816,-71.36642105465246,14.732
6,11,2016,SW Appledore,11.748270833333333,2016-11-06,42.984276666666666,-70.61786666666667,11.453
6,11,2017,Fort Weatherhill,16.29263888888889,2017-11-06,41.477214540758816,-71.36642105465246,15.683
6,11,2017,Hurricane Island,12.439548611111112,2017-11-06,44.04039,-68.89153,12.564
6,11,2018,Fort Weatherhill,13.56164351851852,2018-11-06,41.477214540758816,-71.36642105465246,13.262
6,11,2018,Hurricane Island,10.556689814814815,2018-11-06,44.04039,-68.89153,10.794
6,11,2018,SW Appledore,10.5814375,2018-11-06,42.984276666666666,-70.61786666666667,10.691
6,11,2019,Fort Weatherhill,14.588888888888889,2019-11-06,41.477214540758816,-71.36642105465246,14.444
6,11,2019,Hurricane Island,11.26267361111111,2019-11-06,44.04039,-68.89153,11.099
6,12,2002,Schoodic,6.940833333333333,2002-12-06,44.3490522508088,-68.0311047885212,6.849999999999998
6,12,2013,NW Appledore,7.377662037037037,2013-12-06,42.99228,-70.615825,7.4305
6,12,2014,Baker North,8.159288194444445,2014-12-06,42.5370316,-70.7919065,8.776
6,12,2014,Baker South,8.404230324074074,2014-12-06,42.53251,-70.78163,8.841000000000001
6,12,2014,Calf Island,7.81033564814815,2014-12-06,42.3412005661599,-70.8934798651064,7.805
6,12,2014,Little Brewster,7.393310185185186,2014-12-06,42.32733,-70.8883,7.771000000000001
6,12,2014,NE Appledore,8.873263888888888,2014-12-06,42.992180000000005,-70.615725,9.118
6,12,2014,NW Appledore,8.884785879629629,2014-12-06,42.99228,-70.615825,9.118
6,12,2014,SW Appledore,8.921996527777777,2014-12-06,42.984276666666666,-70.61786666666667,9.172
6,12,2015,Nubble Lighthouse,8.32212962962963,2015-12-06,43.166466,-70.592358,8.561
6,12,2016,Fort Weatherhill,10.054282407407408,2016-12-06,41.477214540758816,-71.36642105465246,10.608
6,12,2016,SW Appledore,9.46592361111111,2016-12-06,42.984276666666666,-70.61786666666667,9.651
6,12,2017,Fort Weatherhill,11.157025462962965,2017-12-06,41.477214540758816,-71.36642105465246,10.577
6,12,2017,Hurricane Island,9.058125,2017-12-06,44.04039,-68.89153,9.223
6,12,2018,Fort Weatherhill,9.471215277777777,2018-12-06,41.477214540758816,-71.36642105465246,8.701999999999998
6,12,2018,Hurricane Island,7.064409722222223,2018-12-06,44.04039,-68.89153,6.690000000000001
6,12,2018,SW Appledore,7.871645833333333,2018-12-06,42.984276666666666,-70.61786666666667,7.501000000000001
6,12,2019,Fort Weatherhill,8.508715277777778,2019-12-06,41.477214540758816,-71.36642105465246,7.974
6,12,2019,Hurricane Island,6.898553240740741,2019-12-06,44.04039,-68.89153,7.739000000000001
7,1,2003,Schoodic,5.430833333333333,2003-01-07,44.3490522508088,-68.0311047885212,3.98
7,1,2014,NW Appledore,3.66224537037037,2014-01-07,42.99228,-70.615825,4.631
7,1,2015,Baker North,5.044878472222222,2015-01-07,42.5370316,-70.7919065,6.099
7,1,2015,Baker South,5.538437500000001,2015-01-07,42.53251,-70.78163,6.067
7,1,2015,Calf Island,5.131608796296296,2015-01-07,42.3412005661599,-70.8934798651064,5.437000000000001
7,1,2015,Little Brewster,4.585624999999999,2015-01-07,42.32733,-70.8883,5.422000000000001
7,1,2015,NE Appledore,7.200266203703704,2015-01-07,42.992180000000005,-70.615725,6.7105
7,1,2015,NW Appledore,7.1329918981481475,2015-01-07,42.99228,-70.615825,6.7105
7,1,2015,SW Appledore,7.090092592592592,2015-01-07,42.984276666666666,-70.61786666666667,6.727999999999998
7,1,2016,Nubble Lighthouse,6.0095775462962955,2016-01-07,43.166466,-70.592358,6.591000000000001
7,1,2017,Fort Weatherhill,6.601087962962962,2017-01-07,41.477214540758816,-71.36642105465246,6.370000000000001
7,1,2017,SW Appledore,7.206267361111111,2017-01-07,42.984276666666666,-70.61786666666667,6.940000000000001
7,1,2018,Fort Weatherhill,3.5536574074074068,2018-01-07,41.477214540758816,-71.36642105465246,4.413
7,1,2018,Hurricane Island,2.1461111111111113,2018-01-07,44.04039,-68.89153,4.896000000000001
7,1,2019,Fort Weatherhill,7.1785300925925934,2019-01-07,41.477214540758816,-71.36642105465246,6.558
7,1,2019,Hurricane Island,4.103668981481483,2019-01-07,44.04039,-68.89153,5.2620000000000005
7,1,2019,SW Appledore,6.063854166666666,2019-01-07,42.984276666666666,-70.61786666666667,6.111999999999998
7,1,2020,Fort Weatherhill,7.33207175925926,2020-01-07,41.477214540758816,-71.36642105465246,6.041
7,1,2020,Hurricane Island,4.8619212962962965,2020-01-07,44.04039,-68.89153,5.972999999999999
7,2,2003,Schoodic,3.8020833333333335,2003-02-07,44.3490522508088,-68.0311047885212,2.5169999999999995
7,2,2014,NW Appledore,3.0598032407407407,2014-02-07,42.99228,-70.615825,3.1935000000000002
7,2,2015,Baker North,1.7624016203703703,2015-02-07,42.5370316,-70.7919065,3.971
7,2,2015,Baker South,2.2459722222222225,2015-02-07,42.53251,-70.78163,4.024999999999999
7,2,2015,Calf Island,1.4930497685185191,2015-02-07,42.3412005661599,-70.8934798651064,3.3230000000000004
7,2,2015,Little Brewster,0.8984953703703705,2015-02-07,42.32733,-70.8883,3.341000000000001
7,2,2015,NE Appledore,3.0360937499999996,2015-02-07,42.992180000000005,-70.615725,4.336499999999999
7,2,2015,NW Appledore,2.919403935185185,2015-02-07,42.99228,-70.615825,4.336499999999999
7,2,2015,SW Appledore,3.277337962962963,2015-02-07,42.984276666666666,-70.61786666666667,4.356999999999999
7,2,2016,Nubble Lighthouse,4.897146990740741,2016-02-07,43.166466,-70.592358,4.853999999999999
7,2,2017,Fort Weatherhill,4.8259375,2017-02-07,41.477214540758816,-71.36642105465246,4.460000000000001
7,2,2017,SW Appledore,5.622326388888889,2017-02-07,42.984276666666666,-70.61786666666667,5.568999999999999
7,2,2018,Fort Weatherhill,3.478599537037036,2018-02-07,41.477214540758816,-71.36642105465246,3.125
7,2,2018,Hurricane Island,2.221550925925926,2018-02-07,44.04039,-68.89153,2.3930000000000007
7,2,2019,Fort Weatherhill,4.638136574074074,2019-02-07,41.477214540758816,-71.36642105465246,4.387999999999998
7,2,2019,Hurricane Island,2.0708796296296303,2019-02-07,44.04039,-68.89153,3.0730000000000004
7,2,2019,SW Appledore,3.669875,2019-02-07,42.984276666666666,-70.61786666666667,4.4830000000000005
7,2,2020,Hurricane Island,3.4171296296296303,2020-02-07,44.04039,-68.89153,5.268999999999998
7,3,2003,Schoodic,1.1116666666666668,2003-03-07,44.3490522508088,-68.0311047885212,1.355999999999998
7,3,2014,NW Appledore,2.6092650462962963,2014-03-07,42.99228,-70.615825,2.7439999999999998
7,3,2015,Baker North,0.44361689814814736,2015-03-07,42.5370316,-70.7919065,1.2809999999999988
7,3,2015,Baker South,0.5836631944444438,2015-03-07,42.53251,-70.78163,1.349999999999998
7,3,2015,Calf Island,0.5884143518518516,2015-03-07,42.3412005661599,-70.8934798651064,1.0509999999999984
7,3,2015,Little Brewster,0.21542824074074016,2015-03-07,42.32733,-70.8883,1.0090000000000003
7,3,2015,NE Appledore,1.4908043981481487,2015-03-07,42.992180000000005,-70.615725,1.9094999999999995
7,3,2015,NW Appledore,1.3515509259259262,2015-03-07,42.99228,-70.615825,1.9094999999999995
7,3,2015,SW Appledore,1.4819097222222233,2015-03-07,42.984276666666666,-70.61786666666667,1.902000000000001
7,3,2016,Nubble Lighthouse,4.192355324074074,2016-03-07,43.166466,-70.592358,4.248000000000001
7,3,2017,Fort Weatherhill,4.4864699074074075,2017-03-07,41.477214540758816,-71.36642105465246,4.552
7,3,2017,SW Appledore,4.25328125,2017-03-07,42.984276666666666,-70.61786666666667,3.448999999999998
7,3,2018,Fort Weatherhill,3.9999537037037025,2018-03-07,41.477214540758816,-71.36642105465246,4.227
7,3,2018,Hurricane Island,3.7026504629629633,2018-03-07,44.04039,-68.89153,3.559000000000001
7,3,2019,Fort Weatherhill,4.166041666666666,2019-03-07,41.477214540758816,-71.36642105465246,3.184000000000001
7,3,2019,Hurricane Island,0.9096875000000002,2019-03-07,44.04039,-68.89153,1.0649999999999975
7,3,2019,SW Appledore,2.643625,2019-03-07,42.984276666666666,-70.61786666666667,2.573999999999998
7,3,2020,Hurricane Island,3.4265625000000006,2020-03-07,44.04039,-68.89153,4.27
7,4,2003,Schoodic,1.7733333333333334,2003-04-07,44.3490522508088,-68.0311047885212,2.349
7,4,2014,NW Appledore,3.472100694444444,2014-04-07,42.99228,-70.615825,3.7139999999999986
7,4,2015,Baker North,3.336828703703703,2015-04-07,42.5370316,-70.7919065,3.024000000000001
7,4,2015,Baker South,3.4183622685185178,2015-04-07,42.53251,-70.78163,3.033999999999999
7,4,2015,Calf Island,3.6564062499999994,2015-04-07,42.3412005661599,-70.8934798651064,3.1630000000000003
7,4,2015,Little Brewster,3.7221527777777768,2015-04-07,42.32733,-70.8883,3.161999999999999
7,4,2015,NE Appledore,3.4733217592592593,2015-04-07,42.992180000000005,-70.615725,3.212999999999999
7,4,2015,NW Appledore,3.4460474537037036,2015-04-07,42.99228,-70.615825,3.212999999999999
7,4,2015,SW Appledore,3.507355324074074,2015-04-07,42.984276666666666,-70.61786666666667,3.193999999999999
7,4,2016,Nubble Lighthouse,4.370625,2016-04-07,43.166466,-70.592358,4.622
7,4,2017,Fort Weatherhill,4.728796296296296,2017-04-07,41.477214540758816,-71.36642105465246,4.948999999999998
7,4,2017,SW Appledore,3.785038194444444,2017-04-07,42.984276666666666,-70.61786666666667,3.955999999999999
7,4,2018,Fort Weatherhill,4.897488425925926,2018-04-07,41.477214540758816,-71.36642105465246,4.855
7,4,2018,Hurricane Island,4.10457175925926,2018-04-07,44.04039,-68.89153,3.84
7,4,2019,Fort Weatherhill,6.27599537037037,2019-04-07,41.477214540758816,-71.36642105465246,5.320999999999998
7,4,2019,Hurricane Island,3.248391203703704,2019-04-07,44.04039,-68.89153,3.6819999999999986
7,4,2019,SW Appledore,4.7109375,2019-04-07,42.984276666666666,-70.61786666666667,4.780999999999999
7,4,2020,Hurricane Island,4.641666666666667,2020-04-07,44.04039,-68.89153,4.634
7,5,2003,Schoodic,4.19125,2003-05-07,44.3490522508088,-68.0311047885212,4.9609999999999985
7,5,2014,NW Appledore,6.762424768518518,2014-05-07,42.99228,-70.615825,8.1655
7,5,2015,Baker North,7.325590277777778,2015-05-07,42.5370316,-70.7919065,9.582
7,5,2015,Baker South,7.449809027777778,2015-05-07,42.53251,-70.78163,9.445
7,5,2015,Calf Island,7.43509837962963,2015-05-07,42.3412005661599,-70.8934798651064,8.796
7,5,2015,Little Brewster,8.46076388888889,2015-05-07,42.32733,-70.8883,8.866
7,5,2015,NE Appledore,6.474346064814815,2015-05-07,42.992180000000005,-70.615725,8.506499999999999
7,5,2015,NW Appledore,6.723599537037037,2015-05-07,42.99228,-70.615825,8.506499999999999
7,5,2015,SW Appledore,7.158582175925926,2015-05-07,42.984276666666666,-70.61786666666667,8.544
7,5,2016,Nubble Lighthouse,7.662326388888889,2016-05-07,43.166466,-70.592358,7.599999999999998
7,5,2017,Fort Weatherhill,10.611898148148148,2017-05-07,41.477214540758816,-71.36642105465246,9.768
7,5,2017,SW Appledore,7.777260416666667,2017-05-07,42.984276666666666,-70.61786666666667,8.280999999999999
7,5,2018,Fort Weatherhill,8.246319444444444,2018-05-07,41.477214540758816,-71.36642105465246,10.53
7,5,2018,Hurricane Island,6.482951388888889,2018-05-07,44.04039,-68.89153,8.381
7,5,2019,Fort Weatherhill,10.085011574074072,2019-05-07,41.477214540758816,-71.36642105465246,10.6
7,5,2019,Hurricane Island,6.4325578703703705,2019-05-07,44.04039,-68.89153,6.832000000000001
7,5,2019,SW Appledore,7.667770833333333,2019-05-07,42.984276666666666,-70.61786666666667,9.3
7,5,2020,Hurricane Island,6.551967592592592,2020-05-07,44.04039,-68.89153,6.664999999999999
7,6,2003,Schoodic,7.06625,2003-06-07,44.3490522508088,-68.0311047885212,8.398
7,6,2014,NW Appledore,11.059074074074074,2014-06-07,42.99228,-70.615825,13.2955
7,6,2015,Baker North,10.54855324074074,2015-06-07,42.5370316,-70.7919065,11.36
7,6,2015,Baker South,10.56501736111111,2015-06-07,42.53251,-70.78163,11.279
7,6,2015,Calf Island,10.199461805555556,2015-06-07,42.3412005661599,-70.8934798651064,11.546
7,6,2015,Little Brewster,10.778680555555557,2015-06-07,42.32733,-70.8883,11.654
7,6,2015,NE Appledore,10.55494212962963,2015-06-07,42.992180000000005,-70.615725,11.087
7,6,2015,NW Appledore,10.867905092592592,2015-06-07,42.99228,-70.615825,11.087
7,6,2015,SW Appledore,10.843802083333332,2015-06-07,42.984276666666666,-70.61786666666667,11.03
7,6,2016,Nubble Lighthouse,11.295810185185186,2016-06-07,43.166466,-70.592358,14.429
7,6,2017,Fort Weatherhill,14.095775462962964,2017-06-07,41.477214540758816,-71.36642105465246,13.277
7,6,2017,Nubble Lighthouse,10.454780092592593,2017-06-07,43.166466,-70.592358,11.595
7,6,2017,SW Appledore,9.159069444444444,2017-06-07,42.984276666666666,-70.61786666666667,11.552
7,6,2018,Fort Weatherhill,14.65648148148148,2018-06-07,41.477214540758816,-71.36642105465246,15.524
7,6,2018,Hurricane Island,9.69375,2018-06-07,44.04039,-68.89153,10.732
7,6,2019,Fort Weatherhill,13.901435185185184,2019-06-07,41.477214540758816,-71.36642105465246,14.583
7,6,2019,Hurricane Island,9.033645833333336,2019-06-07,44.04039,-68.89153,10.202
7,6,2019,SW Appledore,11.285604166666667,2019-06-07,42.984276666666666,-70.61786666666667,14.074
